code_externe,nom,categorie,prix_vente,unite,origine,taux_tva
GE277,ECLAIR CARAMEL,GATIND2,2.773,pièce,fabrique,19
GE274,ECLAIR CHOCOLAT,GATIND2,3.025,pièce,fabrique,19
GE2780,ECLAIR MOUSLINE,GATIND2,3.613,pièce,fabrique,19
GE279,ECLAIR NOISETTE,GATIND2,3.193,pièce,fabrique,19
GE278,ECLAIR PISTACHE,GATIND2,1.681,pièce,fabrique,19
GE275,ECLAIR VANILLE,GATIND2,2.773,pièce,fabrique,19
GE27800,ECLAIRE FRAISE,GATIND0,3.277,pièce,fabrique,19
GE0760,ECLAIRE SOIREE,GATIND2,1.261,pièce,fabrique,19
EMBALAGE,EMBALLAGE PERSONNALISÉ,Non classé,0.5,pièce,achete,19
CU300,EMINCE,PLAT,11.345,pièce,fabrique,19
GEEMRAUDE,EMRAUDE IND,GATIND1,3.361,pièce,fabrique,19
PFCAKE,ENGLISH CAKE,Non classé,0,pièce,fabrique,19
ENTREMET,ENTREMET BISCUIT,ENTREMET,21.008,kg,fabrique,19
GE231,ENTREMET DELICE,ENTREMET,37.815,kg,fabrique,19
GEDELICE10P,ENTREMET DELICE 12P,ENTREMET,83.193,pièce,fabrique,19
GEDELICE30*30,ENTREMET DELICE 30*30,ENTREMET,115.966,pièce,fabrique,19
GEDELICE30/40,ENTREMET DELICE 30/40,ENTREMET,138.655,pièce,fabrique,19
GEDELICE 40/40,ENTREMET DELICE 40/40,ENTREMET,184.874,pièce,fabrique,19
GEDELICE60/40,ENTREMET DELICE 60/40,ENTREMET,277.311,pièce,fabrique,19
GEDELICE6O,ENTREMET DELICE 6P,ENTREMET,34.454,pièce,fabrique,19
GEDELICE8P,ENTREMET DELICE 8P,ENTREMET,54.622,pièce,fabrique,19
GEENTMIL12,ENTREMET MILLE FEUILLE 12P,ENTREMET,30.252,pièce,fabrique,19
GEENTREMILLF,ENTREMET MILLE FEUILLE 30*30,ENTREMET,42.857,pièce,fabrique,19
GEMFENTSP,ENTREMET MILLE FEUILLE SP 30*30,ENTREMET,104.202,pièce,fabrique,19
GE2311,ENTREMET SPECIAL,ENTREMET,33.613,pièce,fabrique,19
EMEPONGE,EPONGE,Non classé,0,pièce,achete,19
EMEPONGES,EPONGE OR ARGENT,Non classé,0,pièce,achete,19
SE11,ETOILE,FLLTAGE,3.277,pièce,fabrique,19
PFCHOETUI,ETUI BOUCHE D'OR,CHOCOLAT,8.403,pièce,fabrique,19
PFEPETDN,ETUI DATTES NATURELLES,EPFINE,22.185,pièce,fabrique,19
PFGTETDN,ETUI DATTES NOMADES 500G,GTV,40.336,pièce,fabrique,19
PFGTETDA,ETUI DOUCEUR AMANDE 480G,GTV,31.092,pièce,fabrique,19
PFGTETLI,ETUI LIBANAIS,GTV,36.975,pièce,fabrique,19
PFGTETPO,ETUI PRESTIGE ORIENTAL 390G,GTV,39.496,pièce,fabrique,19
PFGTETTT,ETUI TRESOR DE TUNISIE 500G,GTV,52.941,pièce,fabrique,19
03,EVENEMENT ENTREPRISE,Non classé,4900.0,pièce,fabrique,7
033,EVENEMENT ENTREPRISE POUR 100PERS,Non classé,993.067,pièce,fabrique,19
EVENEMENT,EVENEMENT PAUSE CAFE,Non classé,89.339,pack,fabrique,19
PFEXPRESSO,EXPRESSO,BOISSONS,3.2,pièce,fabrique,19
PFFACTUS3,FACTICE,Non classé,235.294,pièce,fabrique,19
BOISSFAORANG,FANTA ORANGE,BOISSONS,28.235,pièce,achete,19
SE15,FEUILLETE AMANDE,FLLTAGE,27.731,kg,fabrique,19
SA6222,FEUITTE  FROMAGE,FLLTAGE,37.815,kg,fabrique,19
PF THON,FILET DE THON ROUGE,Non classé,22.43,pièce,achete,7
PFFILETTHON,FILET THON PM,PLAT,9.72,pièce,achete,19
SA1222,FINANCIER KG,GATIND1,63.025,kg,fabrique,19
GE2210,FLAN PARIZIEN,GATIND1,4.622,pièce,fabrique,19
MATR CH,FLUTES A CHAMPAGNE,XX,1.008,pièce,achete,19
SA11,FOND DE TARTE,FLLTAGE,13.866,kg,fabrique,19
GE2611,FONDAN  CHOCOLAT,GATIND1,5.462,pièce,fabrique,19
GE2266,FORET NOIR,GATIND2,2.941,pièce,fabrique,19
GE257,FORET NOIR,GATIND2,5.042,pièce,fabrique,19
GEFNOIR12,FORET NOIR 12P,ENTREMET,52.101,pièce,fabrique,19
GEFNOIR30*30,FORET NOIR 30*30,ENTREMET,86.555,pièce,fabrique,19
GEFNOIR30*40,FORET NOIR 30*40,ENTREMET,103.361,pièce,fabrique,19
GEFNOIR40*40,FORET NOIR 40*40,ENTREMET,138.655,pièce,fabrique,19
GE2260,FORET NOIR 4P,ENTREMET,17.647,kg,fabrique,19
GEFNOIR,FORET NOIR 4P,GATIND2,17.647,pièce,fabrique,19
GEFNOIR60*40,FORET NOIR 60*40,ENTREMET,206.723,pièce,fabrique,19
GEFNOIR6,FORET NOIR 6P,ENTREMET,26.05,pièce,fabrique,19
GEENTF.NOIR,FORET NOIR 8,ENTREMET,34.454,pièce,fabrique,19
GEFNOIR8,FORET NOIR 8P,ENTREMET,34.454,pièce,fabrique,19
GEFR12P,FRAISIER 12P,ENTREMET,50.42,pièce,fabrique,19
GEFR24,FRAISIER 30*40,ENTREMET,84.034,pièce,fabrique,19
GEFR48,FRAISIER 40*40 AVEC PA,ENTREMET,130.252,pièce,fabrique,19
GEFR8,FRAISIER 8P,ENTREMET,33.613,pièce,fabrique,19
GEFR8P,FRAISIER 8P AVEC PA,ENTREMET,38.655,pièce,fabrique,19
GEFRAISIER,FRAISIER IND,GATIND1,4.622,pièce,fabrique,19
SE12,FRANGIPANE,FLLTAGE,4.202,pièce,fabrique,19
SA40,FRICASSE,SALE,1.597,pièce,fabrique,19
SA41,FRICASSE BOUCHEE,SALE,0.84,pièce,fabrique,19
SA411,FRICASSE BOUCHEE KG,FLLTAGE,37.815,kg,fabrique,19
PFFRIT,FRIT,SALE,1.5,pièce,fabrique,19
91,FRUIT CONFIT,Non classé,0,pièce,achete,7
GT41,FRUITS DEGUISEES,GTV,42.017,kg,fabrique,19
GT1,G T V,GTV,60.504,kg,fabrique,19
BARG T V,G T V  1.5,GTV,79.748,pièce,fabrique,19
2630,G T V NOISETTE,GTV,77.311,kg,fabrique,19
GTS43,G T V SPECIAL,GTV,138.655,kg,fabrique,19
BARGTV,G T V700,GTV,36.975,pièce,fabrique,19
SAGTHON,GALETTE AU THON,SALE,3.277,pièce,fabrique,19
SE22,GALETTE CHOCOLAT GM,FLLTAGE,2.353,pièce,fabrique,19
SE23,GALETTE CHOCOLAT PM,FLLTAGE,27.731,kg,fabrique,19
SAGESCALOPE,GALETTE ESCALOPE,SALE,3.097,pièce,fabrique,19
SEGFR10,GALETTE FRANGIPANE 10P,FLLTAGE,31.933,pièce,fabrique,19
SEFR12P,GALETTE FRANGIPANE 12P,FLLTAGE,56.303,pièce,fabrique,19
SEGFR4P,GALETTE FRANGIPANE 4P,FLLTAGE,19.328,pièce,fabrique,19
SEGFR6,GALETTE FRANGIPANE 6P,FLLTAGE,25.21,pièce,fabrique,19
SEGFR8,GALETTE FRANGIPANE 8P,FLLTAGE,37.815,pièce,fabrique,19
SEGFRIND,GALETTE FRANGIPANE IND,FLLTAGE,4.622,pièce,fabrique,19
SE24,GALETTE GM,FLLTAGE,2.353,pièce,fabrique,19
SE25,GALETTE PM,FLLTAGE,27.731,kg,fabrique,19
SA77,GALETTE SALE,SALE,2.941,pièce,fabrique,19
SAGSAUMON,GALETTE SAUMON,SALE,3.982,pièce,fabrique,19
GANGTVSP,GANAREYA,GTVS,151.261,kg,fabrique,19
GE264,GATEAU  COEUR IND,GATIND2,4.622,pièce,fabrique,19
GE2889,GATEAU 40*40,ENTREMET,109.244,pièce,fabrique,19
GE2887,GATEAU 60*40,ENTREMET,151.261,pièce,fabrique,19
GE2390,GATEAU AU BEURRE CDG,GATIND2,3.782,pièce,fabrique,19
GEGATEAUIND,GATEAU CAFE,GATIND2,4.622,pièce,fabrique,19
GE261,GATEAU CHOCOLAT/NOISETTE,GATIND2,4.202,pièce,fabrique,19
SFGACIT,GATEAU CITRONEE,Non classé,0,pièce,fabrique,19
GE2312,GATEAU ENTREMET,ENTREMET,31.933,pièce,fabrique,19
SFFACTUS,GATEAU FACTIS 40*30*20,Non classé,0,pièce,fabrique,19
GEIMPERIAL,GATEAU IMPERIAL 4P,ENTREMET,18.487,pièce,fabrique,19
GEIMPERIND,GATEAU IMPERIAL IND,GATIND1,5.042,pièce,fabrique,19
GE2667,GATEAU NOISETTE,GATIND2,4.202,pièce,fabrique,19
GE2900,GATEAU PERSONALISE,ENTREMET,210.084,pièce,fabrique,19
GE262,GATEAU PISTACHE,GATIND2,4.202,pièce,fabrique,19
GESPECIAL,GATEAU SPECIAL,GATIND1,4.622,pièce,fabrique,19
GE2340,GATEAU SPECIAL CDG,GATIND1,4.202,pièce,fabrique,19
GTV,GATEAU T.V SANS BAKLAOUA,GTV,37.815,kg,fabrique,19
GE260,GATEAU VANILLE,GATIND2,2.941,pièce,fabrique,19
GE263,GATEAU VARIE,GATIND2,5.462,pièce,fabrique,19
GTS399,GATEAUX BOURGEOIS,RAMADAN,50.42,kg,fabrique,19
GE315,GATEAUX COPACABANA IND,GATIND2,3.025,pièce,fabrique,19
GE313,GATEAUX FEUILLE DE FRAISE IND,GATIND2,3.025,pièce,fabrique,19
GATAUOTELO,GATEAUX OTELO 30/30,ENTREMET,94.118,pièce,fabrique,19
GE312,GATEAUX PRINTEMPS IND,GATIND2,3.025,pièce,fabrique,19
GE280,GATEAUX SOIREE 49 DT,GATIND1,41.176,kg,fabrique,19
GE156,GATEAUX SOIREE SPECIAL,GATIND1,63.025,kg,fabrique,19
GE314,GATEAUX SUPERPOSE IND,GATIND2,3.025,pièce,fabrique,19
GE2600,GATEAUX VARIEE  PM,GATIND2,0.84,pièce,achete,19
PFGAUFRET,GAUFRETTES GOUT CH,Non classé,0,pièce,achete,19
GEPRPIST40*40+PA,GEPRALIN PIST+PATE AMANDE,ENTREMET,127.731,pièce,fabrique,19
GT20,GHRAIBA DROO,GTV,30.252,kg,fabrique,19
GT190,GHRAIBA FAKIA,GTV,25.21,kg,fabrique,19
GTSHOMS,GHRAIBA HOMS,GTV,27.731,kg,fabrique,19
GT199,GHRAYBA FARINE,GTV,26.891,kg,fabrique,19
GLCHOCOLATNOIR,GLACAGE MIROIRE  NOIR,Non classé,0,kg,fabrique,19
0401104,GLACE,GLACE,29.412,litre,fabrique,19
GL5,GLACE AMANDE,GLACE,29.412,litre,fabrique,19
GL224,GLACE AMARINA,GLACE,29.412,litre,fabrique,19
GL230,GLACE BUENO,GLACE,29.412,litre,fabrique,19
GL8,GLACE CAFE,GLACE,29.412,litre,fabrique,19
GL9,GLACE CARAMEL BEURRE SALE,GLACE,29.412,litre,fabrique,19
GL13,GLACE CHEWING GUM BLEUE,GLACE,29.412,litre,fabrique,19
GL12,GLACE CHEWING GUM ROSE,GLACE,29.412,litre,fabrique,19
GL10,GLACE CHOCOLAT,GLACE,29.412,litre,fabrique,19
GL11,GLACE CITRON,GLACE,29.412,litre,fabrique,19
GL227,GLACE COOKISE,GLACE,29.412,litre,fabrique,19
GL15,GLACE FRAISE,GLACE,29.412,litre,fabrique,19
GL221,GLACE FRAMBOISE,GLACE,29.412,litre,fabrique,19
GL6,GLACE FRUITS DES BOIS,GLACE,29.412,litre,fabrique,19
GL16,GLACE ITALIENNE,GLACE,29.412,litre,fabrique,19
GL226,GLACE KINDER,GLACE,29.412,litre,fabrique,19
GL7,GLACE KIWI,GLACE,29.412,litre,fabrique,19
GL14,GLACE MANGUE,GLACE,29.412,litre,fabrique,19
GL236,GLACE MELON,GLACE,29.412,litre,fabrique,19
GL223,GLACE MIRTILLE,GLACE,29.412,litre,fabrique,19
GL17,GLACE NOISETTE,GLACE,29.412,litre,fabrique,19
GL18,GLACE NOUGAT,GLACE,29.412,litre,fabrique,19
GL19,GLACE ORANGE,GLACE,29.412,litre,fabrique,19
GL229,GLACE ORIO,GLACE,29.412,litre,fabrique,19
GL237,GLACE PANACOTTA,GLACE,29.412,litre,fabrique,19
GL220,GLACE PINA,GLACE,29.412,litre,fabrique,19
GL20,GLACE PISTACHE,GLACE,29.412,litre,fabrique,19
GL238,GLACE RAFAELLO,GLACE,29.412,pièce,fabrique,19
GL231,GLACE ROCHER,GLACE,29.412,litre,fabrique,19
GL232,GLACE SHWINGOM,GLACE,29.412,litre,fabrique,19
GL225,GLACE SIRACIATELLA,GLACE,29.412,litre,fabrique,19
GL233,GLACE SPECULOSA,GLACE,29.412,litre,fabrique,19
GL228,GLACE TIRAMISSU,GLACE,29.412,litre,fabrique,19
GL21,GLACE TOUT FRUIT,GLACE,29.412,litre,fabrique,19
GL235,GLACE TROPICAL,GLACE,29.412,litre,fabrique,19
GL22,GLACE VANILLE,GLACE,29.412,litre,fabrique,19
GL246,GLACE YAYOURT,GLACE,29.412,pièce,achete,19
0401105,GLACE0.5,GLACE,36.975,litre,fabrique,19
GT369,GLACON,Non classé,1.681,kg,achete,19
BOUGLACE,GOBLET GLACE,GLACE,2.941,pièce,fabrique,19
PFGOUDBON,GOOD BON,EPFINE,6.723,pièce,achete,19
MPGRAINEPOLEN,GRAINE DE POLLEN,Non classé,25.0,pièce,achete,19
PFEFGRAN,GRANOLA,EPFINE,7.563,pièce,fabrique,19
PFEFGRANH,GRANOLA HEALTHY,EPFINE,24.0,pièce,fabrique,19
GTS39,GTV SPECIAL RAMADAN,Non classé,109.244,kg,fabrique,19
SUC 4002,GUIMAUVE BOITE CHAT 48 PCS,EPFINE,0,carton,achete,19
SUC 4001,GUIMAUVE BOITE CLOWN 48 PCS,EPFINE,0,carton,achete,19
SUC 4005,GUIMAUVE BOITE FACE 60 PCS,EPFINE,0,carton,achete,19
SUC 4004,GUIMAUVE BOITE NINJA 48 PCS,EPFINE,0,carton,achete,19
SUC 4006,GUIMAUVE BOITE OURS BRIQUE 48 PCS,EPFINE,0,carton,achete,19
SUC 4003,GUIMAUVE BOITE POPS72 PCS,EPFINE,0,carton,achete,19
SUC 4000,GUIMAUVE BOITE SAPM 48 PCS,EPFINE,0,carton,achete,19
AUCLOWN,GUIMAUVE CLOWN,EPFINE,2.941,pièce,achete,19
GT11,GUIZATA,GTV,60.504,kg,fabrique,19
GHBT,Grawech,RAMADAN,27.731,kg,achete,19
PFHALKOUM1,HALKOUM,GTV,30.252,pièce,achete,19
PFHALKOUM,HALKOUM FRUIT SEC,GTV,51.261,kg,achete,19
PFHARISSA,HARISSA AMANDE,RAMADAN,32.773,kg,fabrique,19
CU49,HARISSA KICHTA,GATIND1,5.042,pièce,fabrique,19
1003,HARSSA,Non classé,5.462,pièce,fabrique,19
BARHOM,HOMES 700G,GTV,21.765,pièce,fabrique,19
GT19,HOMS,GTV,28.571,kg,fabrique,19
1004,HROUSS,EPFINE,11.25,pièce,achete,19
PFEFHUOLEV,HUILE D'OLIVE EXTRA VIERGE 500ML,EPFINE,17.647,pièce,achete,19
PFEFHUOLOR,HUILE D'OLIVE ORGANIC,EPFINE,28.992,pièce,achete,19
GE258,IMPERIAL CHO.NOISETTE,GATIND2,4.202,pièce,fabrique,19
CU270,JARDINIER AU POULET,PLAT,13.025,pièce,fabrique,19
DIV221,JUS 25CL,BOISSONS,2.804,pièce,achete,7
DV9,JUS ANANAS,Non classé,12.0,litre,achete,19
PFEFJANF,JUS ANANAS FRUITIERE,EPFINE,1.604,pièce,fabrique,19
DIV2222,JUS CITRON  MENTHE 33,BOISSONS,3.271,litre,achete,7
DIV11,JUS CITRONADE,BOISSONS,2.243,pièce,achete,7
DIV110,JUS CITRONADE,BOISSONS,1.682,pièce,achete,7
DIV31,JUS D ORANGE 25L,BOISSONS,2.941,pièce,fabrique,19
PFBOANAN25,JUS D'ANANAS 25CL,BOISSONS,6.542,pièce,achete,7
DIV30,JUS D'ORANGE 33L,BOISSONS,3.738,litre,achete,7
DIV222,JUS DE FRAISE 1L,BOISSONS,9.346,litre,achete,7
DIV22,JUS DE FRAISE 25 CL,BOISSONS,3.738,pièce,achete,7
DIV2,JUS DE FRAISE 33CL,BOISSONS,3.738,litre,fabrique,7
PFJUSFRUIBOI,JUS DE FRUITS DE BOIS DE 1 L,Non classé,0,litre,achete,7
JUS GR,JUS DE GRENADE,BOISSONS,4.673,pièce,achete,7
DIV23,JUS DE GRENADE 0.5L,BOISSONS,2.941,pièce,fabrique,19
DIV10,JUS DE KIWI,BOISSONS,18.692,litre,fabrique,7
PFBOKIWI25,JUS DE KIWI 25CL,BOISSONS,3.738,pièce,achete,7
PFBOPOMM25,JUS DE POMME 25CL,BOISSONS,3.738,pièce,achete,7
DIV12,JUS De fraise,BOISSONS,5.5,litre,fabrique,7
DIV322,JUS FRAIS,BOISSONS,2.941,pièce,fabrique,19
DIV6,JUS FRAMBOISE,BOISSONS,0,litre,achete,19
PFBOJUSFB,JUS FRUITS DES BOIS 25CL,BOISSONS,3.738,pièce,achete,7
DVI41,JUS GOYAVE,Non classé,12.0,litre,achete,19
DIV20,JUS KIWI/BANANE,BOISSONS,22.43,litre,achete,7
DIV32,JUS MANGUE 25CL,BOISSONS,3.738,pièce,achete,7
PFBOJUSMOJ,JUS MOJITO,Non classé,0,litre,achete,19
PFJUS,JUS ORANGE,Non classé,0,pièce,achete,19
DIV00235,JUS ORANGE 1L,BOISSONS,10.924,litre,achete,19
PFEFJORF,JUS ORANGE FRUITIERE,EPFINE,1.604,pièce,fabrique,19
DIV33,JUS PECHE ABRICOT,BOISSONS,13.0,pièce,achete,19
PFEFJPEF,JUS PECHE FRUITIERE,EPFINE,1.604,pièce,fabrique,19
DIV120,JUS PINA COLADA,Non classé,0,litre,achete,19
DVI111,JUS POMME,Non classé,5.0,pièce,achete,7
PFEFJPOF,JUS POMME FRUITIERE,EPFINE,1.604,pièce,fabrique,19
GT15,KAAK AMANDE,GTV,27.731,kg,fabrique,19
PFKAM,KAAK AMANDE  BARDO,GTXSEC,0,pièce,achete,19
GT14,KAAK AMBAR,GTV,66.387,kg,fabrique,19
GT16,KAAK DATTE,GTV,27.731,kg,fabrique,19
PFKDATTE,KAAK DATTE BARDO,GTXSEC,0,pièce,achete,19
GTS3,KAAK MADHFOUR,GTV,58.824,kg,fabrique,19
GTS2,KAAK MARCHOUK,GTV,58.824,kg,fabrique,19
GTS4,KAAK MLABES,GTV,58.824,kg,fabrique,19
GT12,KAAK OUARKA AU AMANDE,GTV,60.504,kg,fabrique,19
GTS1,KAAK OUARKA PISTACHE,GTV,138.655,kg,fabrique,19
GT42,KAAK OURKA NESRI,GTV,54.622,kg,fabrique,19
GT13,KAAK OURRKA AU DATTE,GTV,25.21,kg,fabrique,19
1000,KADID,EPFINE,29.0,pièce,achete,19
VIEVOKAD,KADID,EPFINE,15.0,pièce,achete,19
CUI3,KAFTAJI,PLAT,5.882,pièce,fabrique,19
CU2,KAFTEJI,PLAT,1.504,pièce,fabrique,19
CU13,KAMOUNIA,PLAT,8.85,pièce,fabrique,19
BOKHOBZ,KHOBZ ZITOUN,BOULANGE,0.84,pièce,fabrique,19
CU48,KHOBZET FEKIA,GTV,45.378,kg,fabrique,19
GEKHOHWA40*40,KHOBZET HWA 40*40,GATIND2,161.345,pièce,fabrique,19
KHOB,KHOBZET HWA 6P,ENTREMET,30.252,pièce,fabrique,19
GEKHOBZETHWA,KHOBZET HWA IND,GATIND1,5.042,pièce,fabrique,19
GEKHOHWAA,KHOBZET HWA KG,GATIND2,40.336,kg,fabrique,19
GEKHOHWA,KHOBZET HWA12 P,GATIND1,37.815,pièce,fabrique,19
GEKHOHWAI,KHOBZET HWA8P,GATIND1,33.613,kg,fabrique,19
SANDWITCH,KITKIT SANDWITCH,Non classé,6.5,pièce,achete,19
CUE52,KITSPOUR POLICIERS,Non classé,5.462,pièce,achete,19
LI100,KOUNAFA,RAMADAN,39.982,kg,fabrique,19
LIKOUN,KOUNAFA IND,GATIND0,15.126,pièce,fabrique,19
LI1001,KOUNAFA P M,GATIND0,5.042,pièce,fabrique,19
LI10011,KOUNFA G M,GATIND0,15.126,pièce,fabrique,19
LI10,KTAIEF,RAMADAN,35.294,kg,fabrique,19
SE6,LANGUE DE CHAT,GATIND2,21.849,kg,fabrique,19
CH16,LAPIN 75GR,CHOCOLAT,4.16,kg,fabrique,19
CU1,LAZAGNE,PLAT,10.084,pièce,fabrique,19
CU51,LAZAGNE BARQUETTE,PLAT,3.982,pièce,fabrique,19
LI1,LIBANAIS AMANDE BONBON,GTV,52.941,kg,fabrique,19
LI2,LIBANAIS AMANDE KOUL W OCHKR,GTV,51.261,kg,fabrique,19
LI3,LIBANAIS AMANDE NID D'OISEAU,GTV,51.261,kg,fabrique,19
LI4,LIBANAIS AMANDE SORRA,GTV,51.261,kg,fabrique,19
LI6,LIBANAIS NOISETTE,GTV,55.462,kg,fabrique,19
LI5,LIBANAIS PISTACHE-AMANDE,GTV,69.748,kg,fabrique,19
LI12,LIBANAIS VARIEE,GTV,51.261,kg,fabrique,19
VERRE2,LONG DRINK,XX,1.008,pièce,achete,19
CU26,LOUBIA AUX BOULETTES,PLAT,10.084,pièce,fabrique,19
PFBONBON,LOUKOUM PISTACHE,GTV,33.613,kg,achete,19
CU227,LUNCH BOX,PLAT,13.866,pièce,fabrique,19
CE 22,LUNCH BOX .,PLAT,9.244,pièce,fabrique,19
GT18,MAAMOUL AU DATTE,GTV,27.731,kg,fabrique,19
SE3111,MACARON 6 P,GATIND2,33.613,pièce,fabrique,19
SE31,MACARON GM,GATIND2,5.042,pièce,fabrique,19
SE310,MACARON PM,FLLTAGE,67.227,pièce,fabrique,19
SE32,MACARON SPECIAL,GTXSEC,75.63,kg,fabrique,19
GE1007,MACARONADE AU FRAISE,GATIND1,4.202,pièce,fabrique,19
MACHGAT,MACHMOUM,GTV,166.387,kg,fabrique,19
SE5000,MADELEINE MM,GATIND1,1.176,pièce,fabrique,19
SE5,MADELENE,GATIND2,1.176,pièce,fabrique,19
SE500,MADELENE/ KG,GATIND2,27.731,kg,fabrique,19
CU25,MADFOUNA,PLAT,14.706,pièce,fabrique,19
SE55,MADLIENE  PEPETTE CHOCOLAT,Non classé,1.008,pièce,fabrique,19
GT201,MADMOUJA,RAMADAN,31.092,kg,fabrique,19
GE258741,MADMOUJA GM,FLLTAGE,16.387,pièce,fabrique,19
CU1111,MAKAROUNI PUTTANSCA,PLAT,5.882,pièce,fabrique,19
GT28,MAKROUDH  TURQUE,GTV,27.731,kg,fabrique,19
GT27,MAKROUDH FEKIA,GTV,27.731,kg,fabrique,19
PFMAKROUGM,MAKROUDH GM,Non classé,27.731,kg,achete,19
GT299,MAKROUDH KOUCHA,GTV,27.731,kg,fabrique,19
GT29,MAKROUDH PM,GTV,27.731,kg,fabrique,19
GL38,MANDARINE GIRVEE,GLACE,2.101,pièce,fabrique,19
GT2900,MASFOUF,RAMADAN,6.723,kg,fabrique,19
PFMC VITIE'S DAR,MC VITIE'S DAR,Non classé,1.34,pièce,achete,19
CUI1,MENU 1,PLAT,10.619,pièce,fabrique,19
CUI2,MENU 2,PLAT,11.062,pièce,fabrique,19
CU62,MENU CABCAB,PLAT,18.584,pièce,achete,19
MENU COMPLEE,MENU COMPLE 21 PERSONNE,PLAT,62.37,pièce,achete,19
MENU COMPLET,MENU COMPLET,PLAT,0.077,pack,achete,19
CUE54,MENU COMPLET TOUTE LA JOURNEE,PLAT,49.0,pièce,achete,19
